,RN,RRN,Leaky ReLU,SiLU+dSiLU,SiLU,DDQN
0,7.40404558914408,21.39162028569211,28.418868881815705,2.103251037978501,13.671081805883656,10.641333054967065
1,10.897945695335316,42.53578949561085,16.07226132961526,23.824667489219063,22.861354922148315,18.354924991060308
2,31.522482901917687,25.428239761541796,21.97140099304693,32.68824284840804,14.873554187309761,30.703678589823177
3,60.23502258224682,57.28646172968442,48.373956594724,22.414415158176567,11.773896172560244,77.03760616214068
4,84.6127464314934,52.64618822484578,32.115214440616136,33.21598862857535,32.03993088603252,32.05197906846957
5,69.8813181215683,37.72469146277366,31.60963007494732,57.00141818273391,40.47013054054361,57.543336597855834
6,76.50765425568318,53.23188683956049,90.64455071074254,31.298817139299654,40.724187590789505,78.93255551603508
7,76.74846939338524,61.13767611739338,85.50761010993804,44.10163311108134,44.79426369724696,39.99223415375563
8,103.93388944823066,48.078992352084015,74.30161620997735,28.491502950041088,37.85521609444757,56.29293402038311
9,97.0697448148188,80.77370383766007,64.02516665947664,41.72385727411244,64.64572997551028,99.54688400095503
10,78.16614071204135,48.744603951789216,52.82399409076904,19.459576753539842,25.920950695263297,89.77230248223015
11,85.65582662690605,55.06050369788714,71.56840609733905,48.259086889999715,47.318099122794884,23.531490707764856
12,102.10002023666779,51.32855124049777,75.42296303498269,25.911602019408317,29.119513276839427,76.83778200497946
13,115.97776150717368,59.278238074291025,54.085181051921865,53.75343329484451,30.841544022523447,53.000810229420665
14,115.43283903317646,61.427071832091656,50.41912388597763,28.26496562298006,30.07101145176755,94.04692283934729
15,124.1292425702119,68.78604187166074,43.27000798785691,42.76962036663047,41.693314059051154,57.92558583225744
16,112.34789180641776,60.54404410665849,46.31342393550171,46.57145216531956,10.863471611893928,79.54085523034558
17,74.48833367831526,43.59692346453736,29.07181961767543,73.29092896487533,30.136856895009277,37.106452116824094
18,79.24470713589643,75.55123172986724,15.6764202879473,38.71318008691334,17.405412789680486,86.44905948847494
19,92.47659148660696,66.74695427531637,16.304860588298066,20.099923614694788,17.20096520801438,76.41455978395625
20,87.96775100896404,69.11131121120351,41.74183462720848,52.12350872135456,27.82577138765664,60.245170309822356
21,79.95404579689281,73.57452134279872,47.04127399545754,32.50799174363949,18.212867024550352,70.87994180332916
22,96.0995872578945,53.99103908106287,47.11226042927588,47.071655520157606,25.077144891354624,39.32229240474911
23,77.63428900099673,147.71547271811443,19.72394132907696,29.78644942382934,16.490581055079172,53.67478619131603
24,68.32303019244593,57.623834039217606,22.552214549324116,38.32360295428435,20.60577260328485,49.12613254264437
25,96.85478605449426,92.45709285829479,17.565738175047233,28.092655429517457,18.06798462667443,130.18710010916473
26,81.05574993333971,66.89722901470329,37.19646899682309,21.943038948908825,21.426656298561706,106.74335107007703
27,106.37519783630013,67.87970608554973,23.0749964871725,15.296585260510557,19.17697859217083,74.49516202796953
28,51.5403616194871,21.4274933591246,28.12755193995069,12.396196360886373,22.827121575971965,129.0233728713138
29,99.71333410339797,78.29237742965691,90.45122141083952,11.548674034525128,21.870961553938884,89.93158536202361
30,135.80173134341015,31.98336840225727,43.347990382765815,21.450667875959006,12.392757916193457,82.27684520297959
31,118.59247550347466,43.20206363445707,33.38494073888877,7.152905071001029,27.215392314291442,34.37344067814842
32,80.0521113267194,62.36069234637885,23.646647395071778,18.338099064177268,24.657763673325395,87.2970563699324
33,111.34555250185707,54.180041087696964,39.906087036570796,24.66526828200656,15.50690212901165,73.43910355838021
34,39.19982767774132,138.71082698617545,20.886702736714756,14.810273796046213,19.241781520205798,79.57612571429745
35,102.563855238387,30.67314338948089,21.83665108985993,31.60621759182451,5.358119769989927,46.069202770848776
36,42.944683013553494,86.58883064766883,19.08683634598266,14.57596612806656,12.764837400927773,42.1041864106217
37,62.95220845475606,71.92611877567056,51.17587995220546,10.28122745901907,20.70665233104286,125.14251140284013
38,60.41322220557205,52.96009699658434,35.79253780534422,17.992650147434382,26.013437677183887,132.38279631860675
39,65.47694957371375,24.539118127234637,52.07918502006827,11.420995657944138,14.515231169989725,71.71762921960463
40,47.027275876864366,140.87785770871403,46.42970366063094,15.645680037297836,12.877507668189265,117.07632981400417
41,56.122818831261185,60.31338320620128,80.20367606885408,27.422508007015555,19.311973312652817,54.11457093804939
42,64.33817265122633,43.422272634582924,72.73373785809378,10.074094700164881,3.5173077989192176,96.43483853013946
43,79.44639622544874,104.9131523048654,87.94901877163117,16.894069781819955,23.207393039791093,94.81938985771123
44,66.6612404615706,79.52438031479052,81.36471626905765,7.86820505733649,2.8810365219364242,70.4357208535686
45,93.3145270294371,121.59860189848777,90.23345980209187,10.383325779036172,15.797609451941392,123.1216617971932
46,104.65828281151953,129.26484629692834,76.70806010258696,6.572088951762086,12.45144523177383,91.76749242239244
47,70.10021354779559,28.307617557747008,64.21814787373164,12.88597695926896,9.269394395745556,69.79058067437397
48,98.95682920500157,95.1206896600938,53.66297964502828,10.594551954864995,9.325455271390592,133.41041681653644
49,50.90533400855575,89.83580868849934,53.46115608532694,22.819215194120634,7.974841898448517,65.51728171160173
50,68.3273278321283,109.90073862965338,54.05934261643412,8.567637108956646,9.09520092338349,56.74352859308736
51,100.64532568539101,102.66165003808196,68.32270089606118,20.473626313255522,5.131631263689559,92.1736504230598
52,84.36730819176908,91.76643456714675,40.64554103932167,7.097293132381516,3.759357775196275,104.90739804283186
53,111.6517291656934,65.06608074248197,42.73440191047184,18.096770050341657,9.615708696744072,120.76581505517787
54,196.53482869917954,87.67885128413529,40.92681720494972,10.392131830542876,7.016681991121684,45.03058899077623
55,109.51615810902796,25.908794247716177,81.5139243108085,13.787994810496881,10.98899791506832,74.61308849191353
56,170.15429724680044,86.46466551948082,70.96194266869806,11.391782952891928,16.813739974586607,87.79612047114078
57,129.38680530331916,140.84960238015256,33.973360053841766,19.57670633904912,19.49218438746139,99.74468712852322
58,115.95829675634914,124.07240603407638,64.5096561011216,15.432821720317905,9.402256474948732,94.62002446100622
59,142.9506710411961,59.512686049127275,87.49761381574676,24.646669039468087,24.037079931863623,72.85547649128928
60,168.28687912925437,77.42119376843802,72.71838517463537,34.795556684349656,12.533477327104569,48.37780181080988
61,136.55619617012712,51.400710105919515,61.907310338725914,16.487118475770696,11.655318138041443,35.77415911291163
62,151.88112751668882,94.46004594137943,49.288380134992146,21.82481347381451,8.839795246560193,100.9265988906066
63,150.23942408781028,80.91353357702285,74.30852998790385,18.25225123144284,11.654165387098454,91.3782211387877
64,153.313625482582,79.83239019338272,42.40424640996661,10.914027188388415,11.986860023147939,141.69577911539284
65,215.29008137082934,106.92220826157498,51.684485475266975,10.074133959609275,10.01095305404096,100.227852256183
66,214.37350801652585,82.50124633796243,52.11548880575565,15.8062498432461,2.860606211806977,195.69441991303336
67,236.8215888398596,40.455997530729604,61.98466739606995,21.343486478542058,11.53489447016754,145.4267963828788
68,240.15616680469137,101.02132597828087,50.48590491554191,26.538930818279972,11.819071260334667,99.31298664771792
69,218.1439217193935,68.05139338976605,73.06693050188578,24.752097213383077,17.602422972264616,90.27915405803228
70,229.96698678950432,129.2231457584751,55.609772426079516,15.23397195720544,8.941812982580952,91.40086595059186
71,223.09648658209576,72.14047014222412,47.32290124968491,7.163451095613885,14.972933335420974,113.80538114166374
72,254.7708274118449,70.64149614224371,51.611944614272815,22.413595565398268,8.359247511870922,145.965875066062
73,260.47642968914096,120.05685549842705,43.70188205986533,25.678846918156843,7.5564600768744175,43.57186713350359
74,261.73769588906487,98.8440347125682,39.71911458753776,21.760450113023253,3.9930877303355534,43.461287783583344
75,259.38177465662864,134.88287268075607,39.036648219743896,26.387353304649153,7.632912575688391,52.65809281284554
76,246.05183075759297,114.6557440152322,32.139548725092524,17.070273799234204,15.485981046689899,81.31257125609201
77,245.6969918770968,109.95946158239592,43.17114534856261,16.880488320465616,5.455784438580733,33.07397687584241
78,239.6199695703267,117.53968729299531,29.948733952507546,23.035647812276565,7.273480126659476,76.87165578649885
79,254.5238678026078,77.26578781661979,42.96517739314041,18.039588117449362,14.827469771940716,68.60953958027528
80,275.22931371528875,135.10815344376263,52.898591619121724,26.334227708341444,7.907452847054355,72.54069430283644
81,263.1022713065176,112.46334797213947,40.329131481139974,8.6375278609076,8.620663719932557,82.15246247778994
82,269.84894155378385,69.48238287927066,24.45596550139781,18.2043038030412,9.812601890460346,52.74803383293267
83,265.72791678354764,90.28036583400798,30.372741021088544,23.308671829225954,9.364762374996628,90.16076191841387
84,216.87270284578213,90.5075101170079,34.61979640786725,22.434842061225208,10.716165466649139,48.644920756084964
85,252.55372979713184,111.85935129805591,47.79201641306248,28.375305225560897,16.39522811503075,101.46084891345889
86,237.8641419736612,131.3503934432714,30.12467905020773,20.633532815909202,13.169740323658827,98.02498080992332
87,266.0269894776348,96.21562212683308,40.90218875091793,32.69273989829836,6.870958568388671,82.08075882241441
88,239.57934687771154,89.04881814876944,30.24524543374426,18.768582665291465,5.7391878190587935,111.1257544289229
89,285.07489482344755,136.08983759961262,17.607908014733244,19.470001918805412,20.19803236905689,169.78341576436887
90,269.4078922052832,90.55782798041317,38.66331052383594,11.81880442311511,9.261283100212271,23.666033644036688
