,RN,RRN,Leaky ReLU,SiLU+dSiLU,SiLU,DDQN
0,1.2459746231339917,0.3671251931964953,3.0557511589851623,8.657755739915936,6.216108107168021,9.170902907652115
1,2.3045599253879563,5.754485470641679,9.024463380786134,11.224420517646967,2.917782258316085,8.650993826308367
2,8.484092090147556,0.4839400959555951,0.5372047921064469,0.1235294117647058,2.013424619579507,1.060558019701812
3,8.322298503739779,4.443800706663286,9.64212330766162,9.199999999999998,1.4884776609830546,9.247649017219404
4,8.575808089781093,0.6530575567796754,9.012179656318246,11.23166225099294,8.747775740270207,8.158091558795629
5,3.1793944698802377,4.620905987355895,9.625240816258836,11.246453757394029,9.50789145920377,10.518623469710404
6,8.097398373700399,7.5304265568998545,10.23948829671516,9.193781866022274,8.664963935297134,9.653369930775893
7,8.583519399117211,0.9888669285605312,8.559496615094979,9.198278285880171,6.994969621092003,7.496558672985609
8,1.064815197561848,2.348526145626091,1.1310997509107916,0.0,10.082858136491303,8.44748483277715
9,4.219280097381126,1.6414725223238806,6.652298459348,0.05797101449275317,3.1994065746278455,7.813516370580941
10,2.8835345808647257,8.128469642425918,8.31336207716608,0.03539165709382328,9.104577683922036,9.102222222222222
11,4.464092567250324,2.5271296031024164,8.654043160373487,11.239832956853014,10.030010523978085,8.100795828250762
12,3.1528789369956343,8.826089957935972,5.03572576681996,9.180619983825691,5.740305837767802,7.696752561957544
13,2.0788148791499323,3.131595841900229,3.173237933749399,11.261930304200508,10.040311769183559,9.44745703586126
14,4.779115633974348,1.822184602181621,8.295048977893607,9.196675727916281,7.405703507732702,7.506133411787477
15,2.598544780012205,3.331692929694719,7.868824562792081,8.8,5.510774153625617,7.920193726527029
16,7.239096455760177,3.06193811591526,8.160457239191953,9.194742528434839,4.908468317559949,9.373144432318087
17,1.770860533050889,4.261423608492029,7.185066636684965,9.200000000000001,5.536338682463749,7.104871317852295
18,2.7534295651748026,0.9081421455234875,7.362727285892079,0.06646669463796206,4.210174216618895,8.250922535168964
19,3.7471088339195324,2.8170687073481293,2.731216178313011,9.198079938563973,8.092147118691566,9.557048822369296
20,2.094992238088776,0.7262348437245065,8.096620414192534,9.194833689324161,9.98754780269467,2.385205803083182
21,5.042875918646443,1.753350862871079,2.9286231955444157,11.26765281680262,3.4985711369071804,7.384914451179998
22,2.088543148934691,2.8781543279679966,5.212958434790093,11.06427352418677,8.839557555544157,9.183314462644994
23,1.892526176515978,2.4321665279270697,4.431914830394948,11.241002342320632,9.871803280049699,1.61760883580954
24,4.245185508314095,2.606704845910082,3.422576986704973,11.257677097325857,8.398872940262084,8.528997961564635
25,5.260867072414242,3.062530974368439,3.48815448728474,11.26765281680262,8.815281138228114,8.584825458613446
26,6.458087053066381,3.7360854773248366,3.321301262695171,11.26765281680262,8.971792531288816,8.218720927370608
27,2.7052214275052164,5.7989357816948734,7.371734938979393,9.2,9.557666011733028,9.328077240246245
28,1.1960546547768638,2.101587301587302,7.279997124727582,11.255807830509339,4.13512542395591,8.540936716777617
29,2.881771270883599,4.815047017192851,3.661736771882562,9.156363636363636,9.286488075207712,8.152352080500723
30,5.149269831537873,5.406701467738503,8.111081769592928,9.200000000000001,7.01237002256251,10.358635479351653
31,2.015664560491494,6.702237061946338,7.449911272755938,0.03528471750130584,4.20160469348262,10.506026706383235
